smiles,group
COP(=O)(OC)OC,test
O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,training
CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,training
O=C(O)C(O)(c1ccccc1)c1ccccc1,training
CC(=O)Nc1ccc(S(=O)(=O)O)cc1,training
Nc1cccnc1,test
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,training
CC(O)COC(C)COC(C)CO,training
CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)O,training
COC(=O)NS(=O)(=O)c1ccc(N)cc1,valid
COC(OC)N(C)C,test
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,training
CN(C)C=O,training
NC(N)=S,training
CC(C)C12C=CC(C)(CC1)C(C(=O)O)C2C(=O)O,training
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,test
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,training
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,training
O=S(=O)([O-])c1cc2cc(S(=O)(=O)O)ccc2cc1O,training
CC1(C)CC(O)CC(C)(C)N1,training
O=C(NC1CCCCC1)NC1CCCCC1,test
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,training
CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,valid
CC(C)(C)NCCO,training
CC(C)OC(=O)C(Cl)(Cl)C(=O)OC(C)C,training
NCCNCCNCCN,test
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
CCOP(=O)(OCC)OCC,training
S=C1NCCN1,training
Cc1cc(=O)nc(C(C)C)[nH]1,training
O=C(O)C1CC=CCC1C(=O)O,test
CC(C)OP(C)(=O)OC(C)C,training
CCOP(=O)(O)C(N)=O,training
CCOP(=S)(OCC)SCCS(=O)CC,training
CNC(=O)Oc1cccc(N=CN(C)C)c1,valid
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,test
Nc1nc(N)nc(NC2CC2)n1,training
O=C(O)c1nc(Cl)ccc1Cl,training
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,training
CCCCCCCCCCCCOS(=O)(=O)O,training
N#CNC(=N)N,test
Nc1nnc[nH]1,training
OCC(CO)(CO)CO,training
CCN(CC)CCO,training
O=C(O)COc1ccc(Cl)cc1Cl,training
O=P(OCCCl)(OCCCl)OCCCl,test
OCC(CO)(CO)COCC(CO)(CO)CO,training
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,valid
Nc1c(S(=O)(=O)[O-])cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O,training
C=CC(N)=O,training
C(=NC1CCCCC1)=NC1CCCCC1,test
CC(=O)Nc1ccc(N)cc1,training
O=C(O)C=C(C(F)(F)F)C(F)(F)F,training
O=P(O)(O)OCC(Cl)(Cl)Cl,training
Cc1cc(=O)[nH]c(C(C)C)n1,training
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,test
O=S(=O)([O-])c1ccc(O)c2ccccc12,training
CCC(C)NC(C)CC,training
Nc1nccs1,training
c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,valid
CCCCCCCCCCCCCCCCC=CC(CC(=O)O)C(=O)O,test
OCC(F)(F)C(F)(F)C(F)(F)CO,training
Cc1cc(Cl)ccc1OCC(=O)O,training
O=C(O)c1c(Cl)cccc1Cl,training
CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,training
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,test
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)cc1,training
O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,training
CC(=O)N(C)c1ccccc1,training
OCCN(CCO)CCO,training
Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,test
C1COCCN1,training
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,valid
COC(C)(C)C,training
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,training
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,test
O=S(=O)(O)c1c(Cc2ccc3ccccc3c2S(=O)(=O)O)ccc2ccccc12,training
C=CCOP(=O)(OCC=C)OCC=C,training
Cc1ccc(N)c(S(=O)(=O)O)c1,training
Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,training
CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,test
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,training
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,training
O=[N+]([O-])c1ccc2nc[nH]c2c1,training
O=S(=O)([O-])c1cc(Cl)cc(N=Nc2ccc3c(O)cccc3c2O)c1O,valid
COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1,test
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,training
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,training
CC(C)(C)C(=O)O,training
CC(C)(CO)CO,training
Cc1ccccn1,test
CCCCCCCCC=CCCCCCCCCC(CC(=O)O)C(=O)O,training
CNC(=O)CSP(=S)(OC)OC,training
O=C(O)C(Cl)(Cl)Cl,training
CC(C)CN1CCOCC1,training
NCCNCCO,test
O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)[O-])cc1,training
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,valid
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OP(=O)([O-])Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)C2,training
N#CN=C(N)N,training
Nc1ncn[nH]1,test
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,training
Cc1ccc(S(=O)(=O)O)c(C)c1,training
NCc1cccc(CN)c1,training
CC1=NC(C(C)C)=NC(=O)C1,training
CC1CCCC(C)N1,test
COC(=O)c1ccc(OC(=O)c2cc(OC)c(OC)cc2OC)cc1,training
O=C(O)C(F)(F)C(F)(F)C(F)(F)F,training
O=C(O)Cc1cccc2ccccc12,training
O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,valid
CC(C)(O)C(Cl)(Cl)Cl,test
CC1OC(C)OC(C)O1,training
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,training
O=C1CCCCCCCCCCCN1,training
Cc1ccccc1S(N)(=O)=O,training
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,test
CCN(CCO)CCO,training
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,training
C[N+]1(C)CCCCC1,training
Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,training
ClCCCl,test
CNC(=O)ON=C(SC)C(=O)N(C)C,training
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,valid
Nc1ccccc1,training
O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,training
CCNc1nc(NCC)nc(SC)n1,test
CS(C)=O,training
N#Cc1ccc(C#N)cc1,training
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,training
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,training
CCSC(C)CC1CC(=O)C(=C(CC)NOCC=CCl)C(=O)C1,test
COC(=O)Nc1nc2ccccc2[nH]1,training
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,training
O=C(O)C=CC(F)(C(F)(F)F)C(F)(F)F,training
OC(C(F)(F)F)C(F)(F)F,valid
Nc1cccc(Cl)c1,test
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,training
CC(CO)OCC(COC(C)CO)OC(C)CO,training
CC1=CC(=O)CC(C)(C)C1,training
CNc1ccc(C(=O)O)cc1,training
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c12,test
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,training
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,training
O=[PH](O)c1ccccc1,training
OCC(CO)(CBr)CBr,training
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,test
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,training
O=C(O)c1ccc(Cl)c(Cl)c1,valid
C=Cc1ccc(S(=O)(=O)O)cc1,training
C1CNCCN1,training
CC(CCl)OP(=O)(OCCOCCOP(=O)(OC(C)CCl)OC(C)CCl)OC(C)CCl,test
CC1(C)CC(N)CC(C)(CN)C1,training
Cc1ccc(N)cc1,training
Cc1ccc(S(=O)(=O)[O-])c(C)c1,training
CCN(CC)C(=O)c1cccc(C)c1,training
CN(C)CCCNC(N)=O,test
Nc1nc(N)nc(N)n1,training
O=[N+]([O-])c1ccc2[nH]cnc2c1,training
OP(O)c1ccccc1,training
CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C,valid
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,test
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training
CCCCCCCCCCCCCCCCCCS,training
NC(=O)c1[nH]cnc1N,training
CC1CCC(C(=O)O)C(C(=O)O)C1,training
CCN(CC)CC,test
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,training
NC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O,training
NCCNCCN,training
O=C(O)c1c(Cl)ccc(Cl)c1Cl,training
CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,test
O=C(OCCCOC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,training
CC(C)(C)c1nn(-c2nc(O)nc(-n3nc(C(C)(C)C)c(N=Nc4c(C#N)cnn4-c4cc(C(=O)O)cc(C(=O)O)c4)c3N)n2)c(N)c1N=Nc1c(C#N)cnn1-c1cc(C(=O)O)cc(C(=O)O)c1,valid
Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)[O-])c4cccc(S(=O)(=O)O)c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)[O-])c2cccc(S(=O)(=O)[O-])c2c1,training
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,training
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,test
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,training
CNC(=O)Oc1cc(C)cc(C)c1,training
N#Cc1ccccc1C#N,training
O=Cc1ccc(Cl)cc1,training
O=S(=O)(O)c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)O)cc2)cc1,test
CC(C)(C)OO,training
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,training
CN(C)S(=O)(=O)Nc1ccccc1,training
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,valid
O=C(O)C(F)(F)C(F)(F)C(F)F,test
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,training
S=c1[nH]c2ccccc2[nH]1,training
c1ccc2ncccc2c1,training
CNC(=O)Oc1ccc(N(C)C)c(C)c1,training
O=C(O)c1cc2ccccc2cc1O,test
O=C(O)C1CCCCC1C(=O)O,training
CC(C)(C)c1ccc(C(=O)O)cc1,training
Cc1cc(S(=O)(=O)O)c(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1Cl,training
Cc1ccc(NN=C2C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,training
Cc1cccc(C)c1N,test
O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,training
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,valid
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,training
CC(C)(C)O,training
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,test
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,training
Nc1cccc2c(N)cccc12,training
O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,training
CC(COCC(C)OC(C)COCC(C)OC(C)CO)OCC(O)COCC(C)OCC(C)OC(C)COCC(C)OC(C)CO,training
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,test
C1CN(CCOCCN2CCOCC2)CCO1,training
Cc1cc(Cl)ccc1OC(C)C(=O)O,training
Cc1ccc2ccccc2n1,training
COc1ccc(N=Nc2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccc7c(O)c(N=Nc8ccccc8S(=O)(=O)O)c(S(=O)(=O)O)cc7c6)c(O)c5c4N)ccc3c2O)c(S(=O)(=O)O)c1,valid
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,test
CC(=O)C(N=Nc1cc(Cl)c(-c2cc(Cl)c(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)cc2Cl)cc1Cl)C(=O)Nc1ccc(C)cc1C,training
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,training
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,training
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,training
CC(=O)C=Cc1ccccc1,test
Cc1ccccc1N,training
CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,training
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,training
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(C)cc4C)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,training
COc1ccc(NC(=O)C(/N=N/c2ccc(-c3ccc(/N=N/C(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,test
COc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,training
COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,valid
Nc1nc[nH]n1,training
NS(=O)(=O)c1ccccc1,training
Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5cccc(S(=O)(=O)[O-])c5c4)c(C)c3)n2)ccc1/N=N/c1cc(S(=O)(=O)[O-])c2cccc(S(=O)(=O)[O-])c2c1,test
CCOP(=O)(SC(C)CC)N1CCSC1=O,training
ClCBr,training
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,training
Nc1cccc([N+](=O)[O-])c1,training
O=C1C(=NNc2cc(Cl)cc(S(=O)(=O)O)c2O)C=Cc2c(O)cccc21,test
O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,training
CC(O)COCC(C)O,training
CCC(C)N1C(=O)N=C(C)C(Br)C1=O,training
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,valid
CCCCOP(=O)(O)OCCCC,test
C=CCCl,training
Cc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)[nH]n(-c4ccccc4)c3=O)c(Cl)c2)cc1Cl,training
CCCCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,training
Nc1ccncc1,training
O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,test
O=S(=O)(O)c1ccc2c(ccc3nn(-c4ccc(N=Nc5ccc(C=Cc6ccc(-n7nc8cc(S(=O)(=O)O)c9ccccc9c8n7)cc6S(=O)(=O)O)c(S(=O)(=O)O)c5)cc4)nc32)c1,training
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,training
CCC(C)=NO,training
CCCCNS(=O)(=O)c1ccccc1,training
CN(C)C(=S)SSC(=S)N(C)C,test
O=C(O)C1C2CCC(O2)C1C(=O)O,training
OCC(O)c1ccccc1Cl,valid
CC(CC(=O)O)CC(C)(C)C,training
CCc1cccc(C)c1Nc1ccc(Nc2c(C)cccc2CC)c2c1C(=O)c1ccccc1C2=O,training
NC(=O)C1CC=CCC1C(=O)O,test
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,training
CCCCc1ccc(C(=O)O)cc1,training
CCNc1ccc(C)cc1,test
O=C(O)C(Br)C(Br)C(=O)O,training
OCc1ccc(Cl)c(Cl)c1,training
CCOP(=S)(OCC)SCCS(=O)(=O)CC,training
CCOP(=S)(S)OCC,valid
O=NN(O)C1CCCCC1,test
C=CCN(CC=C)CC=C,training
c1ccoc1,training
Cc1ccc(Cl)c(O)c1,training
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,training
CCCCC(CC)COP(=O)(O)CC(CC)CCCC,test
CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,training
CCOCC,training
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,training
O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,training
O=S(=O)(O)c1cc(Cl)cc(N=Nc2ccc3c(O)cccc3c2O)c1O,test
CC(Cl)(Cl)Cl,training
Cc1cc(Cl)nc(Cl)c1C#N,valid
CN1CCCCC1,training
Nc1ccc(Cl)cc1,training
O=C(O)c1ccccc1Cl,test
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,training
CC(C)c1ccc2c(C(C)C)cc(S(=O)(=O)[O-])cc2c1,training
Cc1ccc(C)c(N)c1,training
Cc1nn(-c2ccccc2)c(O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)nn(-c4ccccc4)c3O)c(Cl)c2)cc1Cl,training
NCCNCc1ccccc1,test
O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)O)c1,training
O=C(O)c1ccc(C(=O)O)nc1,training
C=Cc1ccc(S(=O)(=O)[O-])cc1,training
CCC(CO)(CO)CO,valid
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,test
Nc1ccc([N+](=O)[O-])cc1,training
O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
O=S1(=O)CCCC1,training
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,training
Cc1cc(N=Nc2cc(S(=O)(=O)O)c3cccc(S(=O)(=O)O)c3c2)ccc1Nc1nc(NCCO)nc(Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)cc2C)n1,test
Nc1ccc2ccccc2c1S(=O)(=O)O,training
CC1=C(C)S(=O)(=O)CCS1(=O)=O,training
OCc1c(Cl)cccc1Cl,training
c1ccccc1,training
CCC1CCC(CCC(=O)[O-])C1,test
CCOC(N)=O,training
ClCCOCCCl,valid
OCC(F)(F)C(F)(F)C(F)(F)C(F)F,training
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,training
ClCC(Cl)Cl,test
N#Cc1cccc(C#N)c1,training
NNC(=O)NN,training
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,training
S=C(NC1CCCCC1)NC1CCCCC1,training
S=c1[nH]c2ccccc2s1,test
Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,training
c1ccc2n[nH]nc2c1,training
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,training
Cc1ccccc1CN,valid
Cc1ccsc1,test
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,training
COc1ccccc1[N+](=O)[O-],training
